Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Category,Income Category
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631,Male,85,Manufacturing Director,Married,5768,26493,3,No,17,3,80,9,2,4,3,0,2,31 - 40,5k - 10k
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1633,Female,81,Manufacturing Director,Single,5042,3140,0,No,13,3,80,10,2,9,2,3,8,31 - 40,5k - 10k
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1635,Female,59,Manufacturing Director,Divorced,5770,5388,1,No,19,3,80,10,3,10,7,3,9,41 - 50,5k - 10k
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1638,Female,54,Manufacturing Director,Married,7756,14199,3,Yes,19,3,80,10,6,5,4,0,2,31 - 40,5k - 10k
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1639,Male,55,Sales Executive,Married,10306,21530,9,No,17,3,80,15,3,13,12,6,0,31 - 40,10k - 15k
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1640,Female,71,Research Scientist,Married,3936,9953,1,No,11,3,80,8,2,8,4,7,7,31 - 40,<5k
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,Female,84,Manufacturing Director,Single,7945,19948,6,Yes,15,3,80,18,2,4,2,3,3,31 - 40,5k - 10k
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,Male,37,Human Resources,Married,5743,10503,4,Yes,11,3,80,14,3,10,7,0,2,41 - 50,5k - 10k
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1644,Male,89,Manager,Married,15202,5602,2,No,25,4,80,23,3,2,2,2,2,41 - 50,15k+
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1645,Male,59,Sales Executive,Divorced,5440,22098,6,Yes,14,3,80,7,2,2,2,2,2,31 - 40,5k - 10k
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,Female,32,Research Scientist,Single,3760,17218,1,Yes,13,3,80,6,2,6,3,1,3,18 - 30,<5k
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1647,Female,86,Research Scientist,Married,3517,22490,7,No,17,3,80,5,0,3,2,0,2,18 - 30,<5k
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1648,Male,87,Research Scientist,Single,2580,6297,2,No,13,3,80,6,0,4,2,1,2,18 - 30,<5k
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649,Male,73,Laboratory Technician,Single,2166,3339,3,Yes,14,3,80,10,3,4,2,0,3,31 - 40,<5k
29,No,Travel_Rarely,469,Sales,10,3,Medical,1650,Male,42,Sales Executive,Single,5869,23413,9,No,11,3,80,8,2,5,2,1,4,18 - 30,5k - 10k
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651,Female,42,Healthcare Representative,Married,8008,22792,4,No,12,3,80,9,6,3,2,0,2,31 - 40,5k - 10k
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1653,Male,77,Manufacturing Director,Divorced,5206,4973,1,No,17,3,80,7,6,7,7,0,7,18 - 30,5k - 10k
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1654,Male,66,Manufacturing Director,Married,5295,7693,4,No,21,4,80,7,3,5,4,1,0,31 - 40,5k - 10k
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1655,Female,72,Research Director,Married,16413,3498,3,No,16,3,80,27,2,4,2,1,2,41 - 50,15k+
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656,Female,50,Research Director,Divorced,13269,21981,5,No,15,3,80,19,3,14,11,1,11,41 - 50,10k - 15k
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1657,Female,31,Sales Representative,Single,2783,13251,1,No,19,3,80,2,3,2,2,2,2,18 - 30,<5k
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1658,Female,66,Research Scientist,Divorced,5433,19332,1,No,12,3,80,11,2,11,8,7,9,31 - 40,5k - 10k
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1659,Male,77,Laboratory Technician,Single,2013,10950,2,No,11,3,80,15,4,4,3,1,3,31 - 40,<5k
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1661,Female,41,Healthcare Representative,Married,13966,11652,2,Yes,19,3,80,30,3,15,11,2,12,41 - 50,10k - 15k
36,No,Non-Travel,894,Research & Development,1,4,Medical,1662,Female,33,Manufacturing Director,Married,4374,15411,0,No,15,3,80,4,6,3,2,1,2,31 - 40,<5k
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1664,Male,79,Healthcare Representative,Divorced,6842,26308,6,No,20,4,80,13,3,5,4,0,4,31 - 40,5k - 10k
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1665,Female,91,Manager,Married,17426,18685,3,No,25,4,80,36,6,10,8,4,7,51 - 64,15k+
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1666,Male,65,Research Director,Married,17603,3525,1,No,24,4,80,14,3,14,10,6,11,41 - 50,15k+
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1667,Male,36,Sales Executive,Single,4581,10414,3,Yes,24,4,80,13,2,11,9,6,7,31 - 40,<5k
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668,Male,90,Research Scientist,Married,4735,9867,7,No,15,3,80,19,4,13,11,2,9,31 - 40,<5k
29,No,Travel_Rarely,991,Sales,5,3,Medical,1669,Male,43,Sales Executive,Divorced,4187,3356,1,Yes,13,3,80,10,3,10,0,0,9,18 - 30,<5k
33,No,Travel_Rarely,392,Sales,2,4,Medical,1670,Male,93,Sales Executive,Divorced,5505,3921,1,No,14,3,80,6,5,6,2,0,4,31 - 40,5k - 10k
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1671,Male,45,Research Scientist,Divorced,5470,25518,0,No,13,3,80,10,4,9,5,1,6,31 - 40,5k - 10k
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,Female,67,Sales Executive,Married,5476,22589,1,No,11,3,80,10,2,10,0,0,2,31 - 40,5k - 10k
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1674,Female,74,Laboratory Technician,Divorced,2587,24941,4,Yes,16,3,80,17,2,2,2,2,2,41 - 50,<5k
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1675,Female,42,Laboratory Technician,Single,2440,23826,1,No,22,4,80,4,3,4,3,3,3,31 - 40,<5k
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,Female,47,Manager,Divorced,15972,21086,6,No,14,3,80,29,2,3,2,1,2,41 - 50,15k+
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1677,Male,36,Manager,Single,15379,22384,4,No,14,3,80,23,2,8,7,0,0,41 - 50,15k+
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,Male,80,Sales Executive,Single,7082,11591,3,Yes,16,3,80,21,2,2,0,0,2,41 - 50,5k - 10k
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,Male,54,Sales Representative,Single,2728,21082,1,No,11,3,80,2,3,2,2,0,2,18 - 30,<5k
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1681,Female,36,Sales Executive,Divorced,5368,16130,1,Yes,25,4,80,7,2,6,5,1,2,31 - 40,5k - 10k
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1682,Male,80,Healthcare Representative,Married,5347,7419,6,No,14,3,80,10,2,3,2,0,2,31 - 40,5k - 10k
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,Female,44,Human Resources,Divorced,3195,4167,4,Yes,18,3,80,8,2,2,2,2,2,41 - 50,<5k
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1684,Male,93,Laboratory Technician,Single,3989,20586,1,Yes,11,3,80,5,2,5,4,1,2,18 - 30,<5k
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1687,Female,87,Laboratory Technician,Married,3306,26176,7,No,19,3,80,7,5,0,0,0,0,31 - 40,<5k
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1689,Male,48,Healthcare Representative,Married,7005,3458,3,No,15,3,80,11,2,4,3,1,2,51 - 64,5k - 10k
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1691,Female,95,Sales Representative,Married,2655,11740,2,Yes,11,3,80,19,3,9,7,7,7,41 - 50,<5k
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1692,Male,95,Laboratory Technician,Single,1393,24852,1,No,12,3,80,1,2,1,0,0,0,31 - 40,<5k
26,No,Non-Travel,786,Research & Development,7,3,Medical,1693,Male,76,Laboratory Technician,Single,2570,11925,1,No,20,4,80,7,5,7,7,5,7,18 - 30,<5k
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1694,Male,94,Research Scientist,Divorced,3537,23737,5,No,12,3,80,8,1,4,2,1,2,51 - 64,<5k
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1696,Male,57,Laboratory Technician,Married,3986,11912,1,No,14,3,80,15,3,15,10,4,13,31 - 40,<5k
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1697,Male,92,Healthcare Representative,Divorced,10883,20467,3,No,20,4,80,19,2,1,0,0,0,51 - 64,10k - 15k
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1698,Male,79,Laboratory Technician,Married,2028,13637,1,No,18,3,80,14,6,14,11,2,13,31 - 40,<5k
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1700,Male,31,Sales Executive,Divorced,9525,7677,1,No,14,3,80,6,2,6,3,1,3,31 - 40,5k - 10k
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1701,Female,35,Research Scientist,Married,2929,20338,1,No,12,3,80,10,3,10,9,8,7,31 - 40,<5k
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1702,Male,99,Sales Representative,Divorced,2275,25103,1,Yes,21,4,80,3,2,3,2,0,2,18 - 30,<5k
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1703,Female,96,Healthcare Representative,Married,7879,14810,1,Yes,19,3,80,9,2,8,7,6,7,41 - 50,5k - 10k
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1704,Male,79,Research Scientist,Single,4930,13970,0,Yes,14,3,80,6,2,5,4,1,4,31 - 40,<5k
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1706,Male,73,Sales Executive,Married,7847,6069,1,Yes,17,3,80,10,3,10,9,8,8,41 - 50,5k - 10k
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1707,Male,62,Research Scientist,Married,4401,17616,1,No,16,3,80,5,1,5,3,0,4,18 - 30,<5k
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1708,Male,35,Sales Executive,Single,9241,15869,1,No,12,3,80,10,3,10,8,8,7,41 - 50,5k - 10k
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1709,Female,43,Laboratory Technician,Married,2974,25412,9,No,17,3,80,9,2,5,3,1,2,18 - 30,<5k
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,Female,51,Sales Representative,Single,4502,7439,3,No,15,3,80,17,2,13,7,6,7,31 - 40,<5k
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1712,Male,74,Healthcare Representative,Married,10748,3395,3,No,23,4,80,25,3,23,15,14,4,41 - 50,10k - 15k
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,Male,58,Human Resources,Married,1555,11585,1,No,11,3,80,1,2,1,0,0,0,18 - 30,<5k
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,Male,82,Sales Executive,Married,12936,24164,7,No,11,3,80,25,3,23,5,14,10,41 - 50,10k - 15k
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1718,Male,62,Laboratory Technician,Married,2305,6217,1,No,15,3,80,3,3,3,2,0,2,18 - 30,<5k
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1719,Female,48,Research Director,Single,16704,17119,1,No,11,3,80,21,2,21,6,8,6,41 - 50,15k+
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1720,Male,56,Research Scientist,Married,3433,17360,6,No,13,3,80,10,3,5,2,1,3,31 - 40,<5k
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1721,Male,69,Laboratory Technician,Married,3477,18103,1,No,14,3,80,6,2,5,2,0,3,31 - 40,<5k
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1722,Male,60,Human Resources,Married,6430,20794,6,No,19,3,80,10,4,3,2,1,2,41 - 50,5k - 10k
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1724,Female,92,Manufacturing Director,Married,6516,5041,2,Yes,16,3,80,18,3,1,0,0,0,31 - 40,5k - 10k
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1725,Male,91,Laboratory Technician,Divorced,3907,3622,1,No,13,3,80,6,2,6,2,1,2,18 - 30,<5k
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1727,Male,34,Healthcare Representative,Single,5562,9697,6,No,14,3,80,19,3,10,7,0,9,41 - 50,5k - 10k
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1728,Male,49,Manufacturing Director,Married,6883,5151,2,No,16,3,80,17,3,7,7,0,7,31 - 40,5k - 10k
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1729,Male,33,Research Scientist,Married,2862,3811,1,No,12,3,80,10,2,10,0,0,8,18 - 30,<5k
47,No,Non-Travel,543,Sales,2,4,Marketing,1731,Male,87,Sales Executive,Married,4978,3536,7,No,11,3,80,4,3,1,0,0,0,41 - 50,<5k
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,Male,74,Sales Executive,Divorced,10368,5596,4,Yes,12,3,80,13,5,10,6,0,3,41 - 50,10k - 15k
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1733,Male,96,Sales Executive,Divorced,6134,8658,5,Yes,13,3,80,16,3,2,2,2,2,31 - 40,5k - 10k
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,Male,34,Sales Executive,Single,6735,12147,6,No,15,3,80,10,2,0,0,0,0,31 - 40,5k - 10k
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1735,Female,51,Laboratory Technician,Single,3295,12862,1,No,13,3,80,3,3,3,2,1,2,18 - 30,<5k
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1736,Female,30,Manufacturing Director,Single,5238,6670,2,No,20,4,80,9,3,5,4,1,4,31 - 40,5k - 10k
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1737,Male,77,Laboratory Technician,Married,6472,8989,1,Yes,15,3,80,9,2,9,8,5,8,31 - 40,5k - 10k
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,Male,80,Sales Executive,Married,9610,3840,3,No,13,3,80,10,2,4,3,0,2,31 - 40,5k - 10k
40,No,Travel_Rarely,611,Sales,7,4,Medical,1740,Male,88,Manager,Single,19833,4349,1,No,14,3,80,21,3,21,8,12,8,31 - 40,15k+
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1744,Female,56,Human Resources,Married,9756,6595,4,No,21,4,80,9,2,5,0,0,3,41 - 50,5k - 10k
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1745,Female,78,Research Scientist,Single,4968,26427,0,No,16,3,80,10,2,9,7,0,7,18 - 30,<5k
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1746,Male,59,Human Resources,Married,2145,2097,0,No,14,3,80,3,2,2,2,2,1,18 - 30,<5k
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,Female,66,Human Resources,Divorced,2180,9732,6,No,11,3,80,6,0,4,2,1,2,18 - 30,<5k
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1749,Male,51,Sales Executive,Married,8346,20943,1,No,19,3,80,6,3,5,2,0,2,31 - 40,5k - 10k
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1751,Female,67,Research Scientist,Single,3445,6152,1,No,11,3,80,6,5,6,2,1,4,18 - 30,<5k
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1752,Female,52,Sales Representative,Single,2760,14630,1,No,13,3,80,2,3,2,2,2,2,18 - 30,<5k
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1753,Male,70,Healthcare Representative,Single,6294,23060,8,Yes,12,3,80,10,5,3,2,0,2,18 - 30,5k - 10k
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1754,Male,94,Sales Executive,Divorced,7140,3088,2,No,11,3,80,12,2,7,7,1,7,18 - 30,5k - 10k
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1755,Male,97,Research Scientist,Married,2932,5586,0,Yes,14,3,80,6,3,5,0,1,2,31 - 40,<5k
33,No,Non-Travel,1283,Sales,2,3,Marketing,1756,Female,62,Sales Executive,Single,5147,10697,8,No,15,3,80,13,2,11,7,1,7,31 - 40,5k - 10k
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1757,Female,80,Sales Executive,Single,4507,8191,3,No,12,3,80,8,1,5,1,0,4,41 - 50,<5k
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,Female,74,Sales Executive,Single,8564,10092,2,Yes,20,4,80,11,2,0,0,0,0,31 - 40,5k - 10k
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1760,Female,75,Laboratory Technician,Married,2468,15963,4,No,14,3,80,9,4,6,1,0,5,31 - 40,<5k
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1761,Male,70,Sales Executive,Married,8161,19002,2,No,13,3,80,10,2,1,0,0,0,31 - 40,5k - 10k
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1762,Female,91,Research Scientist,Divorced,2109,10007,1,No,13,3,80,1,2,1,0,0,0,18 - 30,<5k
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1763,Male,58,Healthcare Representative,Married,5294,9128,3,No,16,3,80,10,3,7,0,1,7,18 - 30,5k - 10k
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1764,Male,65,Research Scientist,Single,2718,17674,2,No,14,3,80,12,3,7,7,0,7,31 - 40,<5k
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1766,Male,60,Healthcare Representative,Married,5811,24539,3,Yes,16,3,80,15,2,1,0,1,0,31 - 40,5k - 10k
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1767,Male,38,Research Scientist,Married,2437,15587,9,Yes,16,3,80,6,4,1,0,0,0,41 - 50,<5k
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1768,Male,57,Laboratory Technician,Divorced,2766,8952,8,No,22,4,80,7,6,5,3,0,4,41 - 50,<5k
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1770,Male,60,Research Director,Married,19038,19805,8,No,12,3,80,34,2,1,0,0,0,51 - 64,15k+
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1771,Male,90,Research Scientist,Divorced,3055,6194,5,No,15,3,80,11,2,9,8,1,7,31 - 40,<5k
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1772,Male,94,Laboratory Technician,Divorced,2289,20520,1,No,20,4,80,5,2,5,3,0,4,41 - 50,<5k
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1774,Male,87,Sales Executive,Divorced,4001,12313,1,Yes,14,3,80,15,3,15,14,0,7,31 - 40,<5k
53,No,Non-Travel,661,Research & Development,1,4,Medical,1775,Female,60,Manufacturing Director,Married,12965,22308,4,Yes,20,4,80,27,2,3,2,0,2,51 - 64,10k - 15k
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1778,Male,97,Human Resources,Single,3539,5033,0,No,13,3,80,10,5,9,7,1,8,41 - 50,<5k
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1779,Female,32,Sales Executive,Single,6029,25353,5,No,12,3,80,6,3,2,2,2,2,31 - 40,5k - 10k
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1780,Male,31,Sales Representative,Single,2679,4567,1,No,13,3,80,1,3,1,0,1,0,18 - 30,<5k
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1782,Female,40,Laboratory Technician,Married,3702,16376,1,No,11,3,80,5,3,5,4,0,4,31 - 40,<5k
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1783,Female,79,Laboratory Technician,Married,2398,15999,1,Yes,17,3,80,1,6,1,0,0,0,18 - 30,<5k
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1784,Female,91,Sales Executive,Married,5468,13402,1,No,14,3,80,13,3,12,7,5,7,31 - 40,5k - 10k
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1786,Female,53,Manager,Married,13116,22984,2,No,11,3,80,15,2,2,2,2,2,51 - 64,10k - 15k
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1787,Male,46,Sales Executive,Married,4189,8800,1,No,14,3,80,5,2,5,2,0,3,31 - 40,<5k
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1789,Male,46,Research Director,Divorced,19328,14218,7,Yes,17,3,80,24,3,2,1,2,2,41 - 50,15k+
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1790,Male,90,Healthcare Representative,Married,8321,25949,7,Yes,13,3,80,15,1,12,8,5,7,31 - 40,5k - 10k
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1792,Male,99,Research Scientist,Divorced,2342,11092,1,Yes,12,3,80,6,2,5,3,2,3,41 - 50,<5k
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1794,Male,89,Human Resources,Divorced,4071,12832,2,No,13,3,80,19,4,10,0,4,7,31 - 40,<5k
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1797,Male,84,Sales Executive,Single,5813,13492,1,Yes,18,3,80,10,2,10,7,7,7,31 - 40,5k - 10k
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1798,Male,90,Research Scientist,Married,3143,6076,6,No,19,3,80,14,1,10,8,7,6,31 - 40,<5k
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1799,Male,82,Research Scientist,Married,2044,5531,1,No,11,3,80,5,6,5,3,0,3,18 - 30,<5k
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1800,Male,65,Research Director,Single,13464,7914,7,No,21,4,80,9,3,4,3,2,2,31 - 40,10k - 15k
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1801,Male,98,Sales Executive,Single,7991,25166,8,No,15,3,80,6,3,2,2,2,2,41 - 50,5k - 10k
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1802,Female,99,Laboratory Technician,Married,3377,25605,4,No,17,3,80,7,5,4,3,0,2,31 - 40,<5k
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1803,Male,95,Healthcare Representative,Married,5538,5696,5,No,18,3,80,10,2,0,0,0,0,41 - 50,5k - 10k
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1804,Male,90,Manufacturing Director,Divorced,5762,24442,2,No,14,3,80,15,6,7,7,1,7,31 - 40,5k - 10k
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1805,Male,100,Human Resources,Divorced,2592,7129,5,No,13,3,80,13,3,11,10,3,8,31 - 40,<5k
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1807,Male,93,Laboratory Technician,Married,5346,6208,4,No,17,3,80,11,3,7,1,0,7,31 - 40,5k - 10k
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1809,Male,58,Manufacturing Director,Single,4213,4992,1,No,15,3,80,10,4,10,3,0,8,31 - 40,<5k
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1812,Male,83,Sales Executive,Divorced,4127,19188,2,No,18,3,80,7,6,2,1,2,2,31 - 40,<5k
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1813,Male,52,Research Scientist,Single,2438,24978,4,No,13,3,80,7,2,3,2,1,2,41 - 50,<5k
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1814,Male,85,Healthcare Representative,Single,6870,15530,3,No,12,3,80,11,3,3,2,1,2,41 - 50,5k - 10k
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1815,Female,81,Sales Executive,Divorced,10447,26458,0,Yes,13,3,80,23,3,22,14,13,5,41 - 50,10k - 15k
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1816,Female,64,Manufacturing Director,Single,9667,2739,9,No,14,3,80,9,3,7,7,0,2,18 - 30,5k - 10k
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1818,Female,69,Human Resources,Married,2148,6889,0,Yes,11,3,80,6,3,5,1,1,4,18 - 30,<5k
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1821,Female,66,Healthcare Representative,Married,8926,10842,4,No,22,4,80,13,2,9,7,3,7,41 - 50,5k - 10k
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1822,Female,52,Healthcare Representative,Divorced,6513,9060,4,No,17,3,80,12,3,5,3,0,3,31 - 40,5k - 10k
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1823,Male,92,Sales Executive,Married,6799,22128,1,No,21,4,80,10,5,10,8,4,8,31 - 40,5k - 10k
58,No,Non-Travel,350,Sales,2,3,Medical,1824,Male,52,Manager,Divorced,16291,22577,4,No,22,4,80,37,0,16,9,14,14,51 - 64,15k+
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1826,Male,91,Laboratory Technician,Married,2705,9696,0,No,16,3,80,6,2,5,4,0,3,31 - 40,<5k
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1827,Female,92,Manufacturing Director,Divorced,10333,19271,8,Yes,12,3,80,28,4,22,11,14,10,41 - 50,10k - 15k
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1829,Female,47,Healthcare Representative,Divorced,4448,10748,2,No,12,3,80,15,3,7,4,7,7,31 - 40,<5k
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1830,Female,68,Research Scientist,Married,6854,15696,4,No,15,3,80,14,2,7,1,1,7,51 - 64,5k - 10k
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1833,Female,68,Sales Executive,Married,9637,8277,2,No,14,3,80,9,3,3,2,2,2,31 - 40,5k - 10k
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1834,Female,67,Research Scientist,Married,3591,12719,1,No,25,4,80,3,3,3,2,1,2,18 - 30,<5k
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1835,Female,77,Sales Representative,Married,5405,4244,2,Yes,20,4,80,20,4,4,2,0,3,31 - 40,5k - 10k
26,No,Travel_Rarely,572,Sales,10,3,Medical,1836,Male,46,Sales Executive,Single,4684,9125,1,No,13,3,80,5,4,5,3,1,2,18 - 30,<5k
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1837,Male,87,Research Director,Married,15787,21624,2,Yes,14,3,80,23,3,2,2,2,2,51 - 64,15k+
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1839,Female,33,Research Scientist,Single,1514,8018,1,No,16,3,80,0,4,0,0,0,0,18 - 30,<5k
